y_number,total_cr,bpp,psnr,ssim
0,38.98184233892036,0.2052237534194893,29.328510180547916,0.8718499868572217
1,35.448626015883136,0.22567870462498363,25.037681692074415,0.7741685069606549
2,31.719014762960455,0.25221464348072736,30.105483291037395,0.9125502332300562
3,35.29958072421947,0.2266315870010066,24.946339657399534,0.7201243894756898
